text,score,cosineSim,result
"has port, will drink ;-)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.520938086812944],0
geeee arrghhh umm peee fffffffff oooooo kkkkkkk eeerrrrrrrrr next to me!!!!!!,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",[0.5636994428589439],0
Brekkies in bed - (cooked) outstanding! Gold star Christy Worthington,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7911694881594453],0
is truly p****ed right off.,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.4464229989193693],0
all better now,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.4332873556211845],0
Work!! Ughhhh - shoot the bright spark that invented it!,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.6739326009640321],0
"One more sleep til I eat too much, drink too much, and generallly over indulge for a whole weekend - fanbloomingtastic!!!","[9, 1, 5, 1, 0, 0, 0, 0, 0, 0]",[0.7958069402379019],0
The weekend starts here! I had wished it might start just a little later this morning but hey ho - more weekend to enjoy :-),"[1, 5, 3, 1, 3, 1, 5, 1, 0, 0]",[0.8636484541884811],0
bing bang bong - Christy 'is that yours?' No. 'Is it your computer?' No! Picks up his Blackberry - oh - Blackburn and United reminder. Duhhhh!,"[1, 1, 6, 7, 9, 1, 0, 0, 0, 0]",[0.8353776647191199],0
expletives!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.067096040409553],0
is trying to decipher her BF's very drunken text,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7237973156936977],0
watching stepfather from behind cushion - I am official member of biggest scaredy cats on the planet club,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8758619820989438],0
looking forward to roast chicken mmmmmmm,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8001518210232147],0
F F F F F F Friday!!!!! thank f f f f f f f f f f f f Goodness for that!!!!!,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.18407104613359682],0
"has had a lovely relaxing day with Beverly, Laura, Sharon, Nicky and Nin","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7955350287610438],0
is hitting the pause button the weekend is going too fast.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7923963156860606],0
is sooooooooo excited - thank you thank you Jo for child sitting for a whole week-end. 72 child free hours,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8560434329937144],0
18 more sleeps,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.6132459207917872],0
17 more sleeps,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.6026526685593928],0
is not asleep again. Grrrrr!,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.47062256331985025],0
has eaten her body weight in quality street,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8308579209463558],0
is wondering if her bf has eaten tapeworm eggs yuuuuuuk,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.8302615873987795],0
"is Grumpy, Happy buggered off ages ago along with her afternoon plans of a walk and hot chocolate.","[5, 1, 1, 1, 1, 1, 1, 1, 5, 0]",[0.8342723434543189],0
"tia maria and cranberry juice, ratio 50 // 50 - tastes like chocolate cherry liquor","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8662547995009569],0
can',"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.327857104657332],0
oh ffs,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.47426917210837344],0
"Dennis sucked in a breath. -Ghostwriter, Travis Thrasher","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8059383321285388],0
"I want to be reallllly little again. you know, when it was ok to just climb into someone's lap and have them hug you till everything was fine again.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8072394323037384],0
My socks and hot date inspire me to be a smarter person and get more stuffed animals!!!,"[5, 1, 7, 1, 1, 1, 1, 1, 1, 0]",[0.8571345652186158],0
"Are character, individuality, and oneself so confusing for everyone...or is it just me???","[1, 1, 3, 1, 1, 1, 1, 1, 1, 0]",[0.8354504808899176],0
Body Worlds is really cool. So is osteoarthritis. So is cartilage. Yeah. I'm weird. You have a problem with that?,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.81385803661436],0
Pineapple,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.49851896744391216],0
sometimes reality just slaps you in the face.,"[3, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8533576690640376],0
mmmmm nothing better than the deliciousness of human blood!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8055993793894002],0
Jeff MulattoMan Fairbanks Luke A. Versaw hey uys i'm sorry ifell asleep <3,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",[0.8438135842099422],0
It's time to get out the ray guns and crucifixes and rid Facebook of evil gremlins!!!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8225313302724033],0
"Beautiful day, blustery but totally toasty! Now it feels even toastier inside. *gasp* where's the A//C???","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7894286937307087],0
http:////isitchristmas.com//,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.2509922419576711],0
1st person to like my status -I'll change my last name to yours for a week. 2nd person to like my status -I'll write I love you on your wall for 3 days. 3rd person to like my status -I will answer any question. (inbox Only) 4th person to like my status -Can choose my profile pic. Put this as your status if you're brave...,"[1, 1, 1, 1, 5, 1, 1, 1, 1, 0]",[0.8891095625724774],0
"Ninja Health Tip #1: Exercise is important, but jogging is for wimps. Plenty of exercise can be had leaping from bushes and kicking joggers in the head.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8360372482758264],0
you know how to make me smile :),"[9, 7, 1, 7, 5, 5, 0, 0, 0, 0]",[0.7077886379152738],0
nothing beats texting my sexy sista!!!!! <3,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6058374613704792],0
We're all just sinking in a sea of wrong as you float by in your ship of right...,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8681160264050286],0
New weaponry: FDAB,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.6594759228278836],0
"Hannibal Lecter crying just doesn't do it for me. And yes, I would keep a dead body in my house...","[1, 5, 1, 1, 1, 1, 3, 3, 1, 1]",[0.8759172990991563],0
"To go for a walk, or not to go for a walk- that is the question!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8467052938910099],0
I <3 hugging giant teddy bears at night!!!,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7951622167517811],0
"is happy that in spite of the snow, it's warm enough to go out while it's snowing in just a tank top. <3 the weather here every now and then!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8688079320007126],0
Nobody rocks the planet more than amazing people :),"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8066936419108948],0
Co Za Asy!!!! But today is a good day!!!!!! <3 Got a smile on my face and it's gonna stay that way!!,"[1, 1, 5, 1, 1, 1, 1, 1, 1, 0]",[0.8898276741477675],0
wow i heart phones lol,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7180450044801121],0
Royce's house is not the same without Royce and his books...,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8200835437319377],0
"Ninja Health Tip #5: Changing your eating habits drastically in a short period of time is unhealthy. Therefore, Ninja must train on the same food they would be eating if they were on a mission. Pretty much anything you can get at the snacks section of a local gas station works well.","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.9093762143273133],0
"how many times do i have to tell you....just because it's only 13 degrees outside, does not mean I need a coat!!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8131471108146114],0
really tired for no reason. i think i've been getting too much sleep.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.7894583510237141],0
Needs super toxic chemicals to make human blood purple while still intravenous!!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7875488766162245],0
and these. are not my panties. contrary to popular belief.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.823924455979015],0
"Wow, not sure how I feel about Allstar Weekend equating themselves with Selena Gomez and the Jonas Brothers.....","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8577686728877334],0
You! The sleeping one! Get your butt back over here. Please?,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8793792236868402],0
"Cuz when I looked into your eyes and you dared to stare right back, you should have said, /Nice to meet you","[9, 5, 1, 1, 1, 5, 1, 1, 1, 0]",[0.8435097823312219],0
"Hahaha, didn't expect to have one car stolen and another one disabled for the chase when I went to youth group tonight!","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8518666345401358],0
too awake!!! what to do now!!! hehehe,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.638761939135704],0
this sky requires a fluffy blanket and a cuddle buddy!!! teddy bears ftw!,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.8331834537847752],0
"So there was an anti-drug campaign at our school, and they handed out pencils that said /Don't Do Drugs./"" But then when you sharpened them","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.7995677723004744],0
"you know, right now, i just want that one person, in that one truck, to just show up and make me laugh!!","[5, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.836934934034467],0
"Almost told my mom to be safe, don't have sex, and use a condom. Luckily, I caught myself and just told her to be safe...She'd probably wonder how I knew what a condom was O.o","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.89356851256428],0
"It's a land of sweets and joy, and joyness!!!!!!!!!!","[3, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8179946303349256],0
"You know it's entirely too windy when your DOG won't even go outside. It's kinda like the food rule, where if your dog won't eat it, you know you shouldn't either.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 3]",[0.8770644186931967],0
Two bestest people in two days!!! I is lucky :),"[4, 5, 5, 5, 1, 5, 1, 1, 0, 0]",[0.6572696359933311],0
:),"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.0],0
"Anybody up for teaching me how to efficiently cut a human body into /s/"" shapes?""","[5, 1, 1, 1, 1, 1, 3, 1, 0, 0]",[0.800368564553302],0
"Belle Patocs is so amazing even talking on the phone for two hours doesn't cut it!! Sista, you are wonderful and talented and sweet, and I wouldn't be here today if it weren't for you!! Love you! <3","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.79199182501568],0
"Ahh, Valentine's Day, I love you so much. You allow me to listen to an online radio station called Love Stinks. Maybe there's hope out there for us non-sappy people after all!","[1, 1, 1, 1, 1, 3, 3, 1, 1, 1]",[0.9052497685707482],0
Valentine's Day is that day of the year where everyone gets the tinglies in their pants at the same time...it's fun!! -Karen Alloy,"[1, 1, 1, 3, 1, 1, 1, 6, 1, 0]",[0.8278180541144228],0
"I hate living in a place where it's, like, -80whythefreakdoilivehere degrees!!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.7778960392170471],0
eating my first snowball of the year!!!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7632924830380268],0
Four words to describe myself: sooooooo out of shape!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7647755733019701],0
thank you for being you. hearing your voice just makes me smile :),"[1, 1, 1, 5, 3, 1, 1, 3, 0, 0]",[0.8197129666663953],0
"You know my motivation, given my reputation. Please excuse me, I don't mean to be rude, but tonight...I'm ____ing you!","[1, 1, 5, 5, 1, 1, 3, 1, 1, 1]",[0.9079434614535103],0
today. was the best. day. ever :),"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.727821930041937],0
COPY this to your STATUS and see what you get INBOXED GOLD : Be my valentine this year?? RED: I used to like you :| ORANGE: You will be mine ? ..........GREEN: I wanna mess around BLUE: I love you ? PURPLE: I wanna chill PINK: I like you BLACK: I want a kiss YELLOW: Your sweet WHITE: You're funny BROWN: You're amazing ? SILVER: Your Cute (: TAN: I want your number,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8535901907179],0
"Yep, just about perfect night. Hanging out with my best sis, talking with another best buddy, eating chocolate cherry ice cream....yeah! <3","[1, 1, 1, 1, 1, 1, 5, 5, 1, 0]",[0.865164539947124],0
Tense Boggle tournament with my mother. At the end of 22 games the score was.... Me: 193. Mom: 307. The fact that that's a higher score than I usually get is just.....sad.,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8758168074732935],0
best time EVAR!!!!!! <3 <3 <3 bowling is AWESOME even though I suck at it!!!!,"[1, 1, 1, 1, 3, 1, 1, 1, 1, 0]",[0.7409925842979704],0
/Well,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.29638959504475926],0
waiting for the phone to ring!!! how late do you wait for a phone call when you don't know what they're doing???,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9116717741054169],0
well....that's awesome. cool. great. now what?,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.5303204097108537],0
"Dear Books, I am so sorry to put you all back in your boxes even though I just got you all out. At least you had some freedom. Believe me when I say that hiding you away hurts me more than it hurts you!!! Sincerely, Moi <3","[1, 1, 1, 1, 2, 2, 1, 1, 0, 0]",[0.8485746348452679],0
Mmmmmm center pizza love <3,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.7808329698845126],0
"Wow, even a liter of red Mountain Dew isn't curing this frustration. Maybe I need a stronger junk food fix!","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.9202552409077421],0
"Ah, nothing quite like whistling a happy tune whilst dragging a body away!","[1, 1, 5, 1, 1, 1, 1, 0, 0, 0]",[0.8355337999912369],0
"just the thought of you can drive me wild, oh you make me smile! <3","[1, 1, 5, 1, 1, 9, 3, 1, 0, 0]",[0.9041172050022371],0
"I'm so out of things to do, I'm almost tempted to sleep!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.827619890280143],0
"OK, maybe Googling about venomous spiders, and necrosis, and ulcers, and skin diseases is NOT the best idea.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.744418133152193],0
"Hey that gives me an idea, let's get out of this bar, drive out into the country, and find a place to park...","[9, 3, 1, 5, 5, 3, 1, 5, 0, 0]",[0.8527838989711944],0
"I WILL control my temper, I WILL control my temper....","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7181542904274465],0
I really don't know what I'd do without Andy O'Cana. Luckily I don't have to try and figure it out. <3,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.7610478430609917],0
"So...does today's climate make it more likely that the excuse, /The wind ate my homework","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.790087340962828],0
"If it weren't too weird, I'd say I'm in love with Ke$ha.","[3, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8812510841098191],0
why is justin bieber obsessed with giving his girl money?,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8261254245099644],0
"Ladies and gentlemen, this is what I have to share with you this evening: :)","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7827700110622057],0
/Shane,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.5405513844322778],0
I think I'll take my chances with the umpus and the wawas!,"[5, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8139849943193412],0
Gifted Hands is the best movie ever. It makes me want to be a neurosurgeon!,"[1, 1, 3, 1, 1, 1, 1, 1, 0, 0]",[0.7691710439160842],0
Please put on your seat belts and stay seated. My brain has encountered turbulence.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.7335395563343521],0
Yeah.....ready for a good night of pure awkwardness and forced sociability. May it be noted that I only do things like this for awesome people like Marlee Canada....,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9049436667013211],0
Welllll I suppose it wasn't as scary as I expected ....,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8383630008422932],0
"Yes, I suck at bowling. Yes, I model walk while I'm bowling. But unlike the rest of you, I can honestly say I suck at bowling with flair, talent, and awesomeness!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8767941264230413],0
Let the bodies hit the floor!!!!,"[1, 5, 1, 1, 5, 1, 1, 0, 0, 0]",[0.8331711258089574],0
"If I sold this guitar and a piece of my heart for you, would you hop on a bus and leave because, would you? . . . The people around me, they all seem to tell me that I tend to change like the seasons. I used to be somebody else.","[1, 1, 1, 1, 1, 3, 1, 1, 0, 0]",[0.8994656899677489],0
"Red Riding Hood was really predictable, but pretty good anyway! Amanda Seyfried just makes it all good. Haha.","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7999541874560148],0
Sunday. Yeah.,"[1, 1, 1, 9, 1, 1, 1, 1, 0, 0]",[0.5047253063401471],0
/I'm your mother so I have to tell you this,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 5]",[0.8513341534557649],0
"Yo awesome peoples, swimming in Hooper around 7. Do I have any takers??","[3, 1, 3, 3, 1, 1, 1, 1, 1, 0]",[0.7976282433873515],0
Just downloaded 22 more ebooks into my phone...I am set for life!!! Or a few weeks at least.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8333599319468162],0
It's beginning to look a lot like Christmas!,"[1, 3, 1, 3, 3, 7, 1, 6, 0, 0]",[0.8955754288646156],0
it's back again!!! you ready for it?? you ready?? here we go: :),"[1, 1, 1, 1, 1, 1, 3, 1, 0, 0]",[0.6743340148135207],0
"Dear God, I think you made a mistake somewhere along the line when you made girls work how they do. Just wondering if that could be explained to where it makes sense. Sincerely, Me <3","[1, 3, 1, 1, 1, 1, 1, 1, 7, 1]",[0.884423961452217],0
Today. It's a good day. :),"[1, 1, 1, 1, 5, 1, 1, 0, 0, 0]",[0.7035455833196654],0
Nothing like beating depression by kicking some serious mmorpg heinie!!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.759420109403733],0
"mmhmm, chillin' here with the awesomest fam on the planet. Teh Wests officially rock sockses!!!!!!!!!!!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8612863198785565],0
"Tick, tick, tick...that's the sound of your life running out.","[1, 1, 1, 1, 1, 1, 7, 0, 0, 0]",[0.8855235352501323],0
"You know, when it's hurting deep inside, sometimes I just have to wonder...WHY are we out of pickles!!!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7786050320934482],0
A rainy summer evening. Right here. Right now. That's what I want. Is that too much to ask???,"[5, 3, 1, 1, 1, 1, 1, 5, 1, 0]",[0.8443261108649301],0
"I'm readin' a book, I'm readin' a book, don't you ever interrupt me while I'm readin' a book!!","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8401379303242048],0
"/Click now and you can receive a coupon for-/"" Excuse me","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.8581866995918805],0
Well....,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.324234189568446],0
if only i could have said goodbye......,"[1, 5, 5, 1, 1, 3, 1, 0, 0, 0]",[0.7556159305151035],0
Hanging in Taos with my girls!!! <3,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6968153094159388],0
OMGOMGOMGOMGOMG books,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.4864091979076978],0
"I have the Hamster Dance stuck in my head. Well, looks like I'll be sitting here, bobbing up and down while running on my virtual wheel, munching a carrot...*bounce bounce bounce","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",[0.9122597833137935],0
"Now here's the dilemma of the day....do I go to bed now, or do I watch the sunrise and THEN go to bed? hmmmm....","[1, 1, 5, 1, 1, 1, 1, 1, 1, 0]",[0.89943046367669],0
House all to myself this weekend WOOHOO!,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",[0.7573735946096386],0
"Nothing like a good cup of tea. Ah, nostalgia, how you do make me crumble.","[1, 1, 1, 1, 1, 1, 3, 0, 0, 0]",[0.8447670385762492],0
my phone has better 3G service if I put my Mt Dew can by it....could be a sign.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8395976571582604],0
"I'm going crazy so I want...I want...a pair of footie pajamas, and chocolate milk, and a teddy bear, and a blanket, and a whole boatload of VeggieTales!!!!!!! That's gonna solve it all, I just know it!!","[7, 1, 5, 5, 7, 1, 1, 1, 1, 0]",[0.89444037833284],0
It's gonna be creepy to wake up to being stared at by all these eyes I'm drawing on my arm....,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8398680797607051],0
