,userid,text,id,negative_ny,time,time_diff
1518,55a72284594fdda49b22a6610b9b91d6,"John gets back, telling me there are scary ominous dark clouds, wind picks up like crazy so we close all the windows. I look out the window and see the guy across the way close HIS window, then within 5 seconds RAIN STARTS POURING LIKE MAD OUTTA NO WHERE, ONE SECOND ZERO RAIN NEXT SECOND 23746987349 GALLONS OF RAIN!!!! LIGHTNING AND THUNDER AND SHIT!! TODAY IS INSANE",2138,1,2011-04-27,14
1516,55a72284594fdda49b22a6610b9b91d6,it should not already be this hot when I wake up. This weather is a bunch of BS.,588,1,2011-04-28,13
1515,55a72284594fdda49b22a6610b9b91d6,"Just wrote a dialogue for French class. It's supposed to be 5-7 minutes long, but when we wrote a page to a page and a half and read it, it was only 2.5 mins long. So we stopped anyway, cuz that's a LOT to memorize!!!",2139,4,2011-04-29,12
1514,55a72284594fdda49b22a6610b9b91d6,"Closing in, I hope that you make it. Closing in, I hope that you find your way.",174,2,2011-04-29,12
1513,55a72284594fdda49b22a6610b9b91d6,"Josh Bingham is sitting here chewing on his hair. Why? /Because it's so long that I can!! *chew chew chew*/"". This is very reminiscent of Frank chewing on his phone",2141,4,2011-04-30,11
1512,55a72284594fdda49b22a6610b9b91d6,girl out in the hallway: /Listen,2087,4,2011-05-01,10
1511,55a72284594fdda49b22a6610b9b91d6,how..... the HELL..... is it already MAY....?!?!?!,2086,1,2011-05-01,10
1510,55a72284594fdda49b22a6610b9b91d6,hihihihihihihihihihihihihihihihhihihihihihihi,2089,4,2011-05-03,8
1508,55a72284594fdda49b22a6610b9b91d6,hihihihihiagainhihihihihihi.hihihih.hi.hihi.hihihihihihihihihihihihihihihhiihihiii,2091,4,2011-05-04,7
1509,55a72284594fdda49b22a6610b9b91d6,how.... did I just end up on deviantART for over an hour looking at Snape fanart?! @_@ ..........OH WELL!!!!!!!!,2092,1,2011-05-04,7
1506,55a72284594fdda49b22a6610b9b91d6,"Why... do SO many people on devianART draw /red-haired/"" characters with BLOND HAIR?? It's happening frequently enough that I'm starting to suspect there are actually a lot of people who think red hair and blond hair are synonymous.""",2094,4,2011-05-05,6
1507,55a72284594fdda49b22a6610b9b91d6,"I haven't been online much lately due to a lot of work since it's nearing finals week, but for the next two days I will not be on at all and probably won't respond to messages; I have a drawing to finish, some prelim stuff for a final drawing, a LOT of writing to do for my mythology class, and a website to work on. So I'll see everyone NOT in the next few days, kaybai",2095,4,2011-05-05,6
1505,55a72284594fdda49b22a6610b9b91d6,"Do this, Don't do that, Can't you reeeaaad the siiiiiigns?",2097,1,2011-05-06,5
1504,55a72284594fdda49b22a6610b9b91d6,"I say, /okay mom",2099,4,2011-05-08,3
1503,55a72284594fdda49b22a6610b9b91d6,"It's not what you've got, it's what you give. It ain't the life ya choose, it's the life you live.",173,2,2011-05-08,3
1502,55a72284594fdda49b22a6610b9b91d6,"Just took some good reference photos, and now tonight consists of reading a book for class tomorrow, drawing stuff for finals week, and attempting to work on mythology homework.",2102,2,2011-05-09,2
1500,4d7ae0617845c6b30eb85b55a991f4c5,"i don't know whether to be annoyed or not when i see /ninja/"" being used as an adjective ://""",2067,3,2010-12-14,60
1501,4d7ae0617845c6b30eb85b55a991f4c5,youtube movie? what? fred? what?! youtube fred?! WHY DOES THIS EXIST?! IS THIS SOME KIND OF ELABORATE INTERNET JOKE?! GAHAHAHA?!?!,2068,2,2010-12-14,60
1499,4d7ae0617845c6b30eb85b55a991f4c5,*sigh* nobody has given me the oppertunity to use my favorate one liner lately...,2069,1,2010-12-15,59
1498,4d7ae0617845c6b30eb85b55a991f4c5,"you have to make concessions as you get older i mean, i'm a vegetarian, i'm not hardcore i mean, i eat a lot of meat, but thats only because i like the taste so morally i win -dylan moran",169,4,2010-12-17,57
1497,4d7ae0617845c6b30eb85b55a991f4c5,"aahh! /styrofoam plates/"" is torturously sad but i can't not listen to it when it comes on!""",575,1,2010-12-18,56
1495,4d7ae0617845c6b30eb85b55a991f4c5,"wow it's kinda strange that when i see the word /zig/"" my first thought was not /""zag/"" but /""take off every/""""",2076,2,2010-12-26,48
1496,4d7ae0617845c6b30eb85b55a991f4c5,the wacky adventures of suicidal people! beacause trying to kill youself is a barrel of laughs! :D,2077,2,2010-12-26,48
1493,4d7ae0617845c6b30eb85b55a991f4c5,somone give me a chance to increase my infamy once again....,2082,4,2010-12-29,45
1492,4d7ae0617845c6b30eb85b55a991f4c5,Emma 'Frame' Chauhan with your pokes! it's not on! not on love!,2081,2,2010-12-29,45
1490,4d7ae0617845c6b30eb85b55a991f4c5,"if anyones gonna get raped, in that van, it'll be a guy -nick and norahs infinate playlist",2079,1,2010-12-29,45
1491,4d7ae0617845c6b30eb85b55a991f4c5,FFS! i'm too soft! why do i like romantic films so much! ESPECIALLY MICHEAL CERA ONES!!!,2080,1,2010-12-29,45
1494,4d7ae0617845c6b30eb85b55a991f4c5,ok Sophie 'Steve' Pilgrim Emma 'Frame' Chauhan never let me do that again i fell like i'm gonna have some kind of fit X_x,578,1,2010-12-29,45
1489,4d7ae0617845c6b30eb85b55a991f4c5,too tired...another victory for Emma 'Frame' Chauhan,2056,3,2011-01-03,40
1486,4d7ae0617845c6b30eb85b55a991f4c5,keep poking me Emma 'Frame' Chauhan! i'll only keep suggesting films to you and that list will NEVER fucking end!,2059,4,2011-01-06,37
1485,4d7ae0617845c6b30eb85b55a991f4c5,i'm pretty bored....think i'll do that inbox truth thing...yeah that'll do...,2058,3,2011-01-06,37
1487,4d7ae0617845c6b30eb85b55a991f4c5,"seeing clips of /the neverending story 3/"" is making me cry.... why did they do this...why?! T_T""",571,1,2011-01-06,37
1488,4d7ae0617845c6b30eb85b55a991f4c5,too depressed to continue poking Emma 'Frame' Chauhan neverending story 3 just ruined my day... :(,572,1,2011-01-06,37
1484,4d7ae0617845c6b30eb85b55a991f4c5,"i take a look at my enormous penis, and the happy times are coming my way~",2061,2,2011-01-07,36
1482,4d7ae0617845c6b30eb85b55a991f4c5,bored...scott pilgrim? nah not by myself...,2062,2,2011-01-08,35
1483,4d7ae0617845c6b30eb85b55a991f4c5,"soooo according to the latest advert, 118 now catches serial killers...",2063,2,2011-01-08,35
1481,4d7ae0617845c6b30eb85b55a991f4c5,can you get FB AIDS? i think you can if Fiona Allen pokes you!,2065,2,2011-01-10,33
1480,4d7ae0617845c6b30eb85b55a991f4c5,"castiel: /i think we can rule moses out as a suspect (entirely serious)/"" god i love castiel XD""",2066,2,2011-01-12,31
1479,4d7ae0617845c6b30eb85b55a991f4c5,"clicking random page on wikiquote can yield some interesting results, i like this one /People sometimes think I take a white canvas and paint a black sign on it",2070,2,2011-01-16,27
1478,4d7ae0617845c6b30eb85b55a991f4c5,just finished nerding around killing hillbilly ogre people in D&D with Megan Cramer,2071,2,2011-01-17,26
1476,4d7ae0617845c6b30eb85b55a991f4c5,"interesting, a game decided that based on quotes taken from my facebook, my starting skill levels in that game were as follows; Daring 2, Clever 1 and Charming 9 how interesting",2072,2,2011-01-19,24
1477,4d7ae0617845c6b30eb85b55a991f4c5,december 31st 2012 for bioshock infinite?! awwwwww :(,576,1,2011-01-19,24
1475,4d7ae0617845c6b30eb85b55a991f4c5,/A man falls asleep and dreams he's a butterfly. But in the dream,2073,3,2011-01-20,23
1474,4d7ae0617845c6b30eb85b55a991f4c5,"i'm sort of like a postmoderm vegetarian, i eat meat ironically -Bill Bailey",170,1,2011-01-20,23
1471,4d7ae0617845c6b30eb85b55a991f4c5,"The worthwhile problems are the ones you can really solve or help solve, the ones you can really contribute something to. ... No problem is too small or too trivial if we can really do something about it. -Richard Feynman",171,4,2011-01-21,22
1472,4d7ae0617845c6b30eb85b55a991f4c5,"wow feynman really was the /rockstar pysiscist/"" he's got some fantastic quotes""",2074,2,2011-01-21,22
1473,4d7ae0617845c6b30eb85b55a991f4c5,A thing is not necessarily true because a man dies for it. -Oscar Wilde,124,1,2011-01-21,22
1470,4d7ae0617845c6b30eb85b55a991f4c5,craaaaaawling in my skiiiiiin! XD linkin park do make me laugh!,2075,2,2011-01-23,20
1469,4d7ae0617845c6b30eb85b55a991f4c5,OW! why do i keep slapping myself :(,577,1,2011-01-24,19
1468,4d7ae0617845c6b30eb85b55a991f4c5,"Robin Hood: Kindly let me pass. Little John: Uh, no. Sorry, but a toll is a toll, and a roll is a roll, and if we don't get no tolls, then we don't eat no rolls. [proudly] I made that up. Robin Hood: It's very fascinating. But I'm afraid I'm going to have to hurt you. - Robin hood: Men in tights",2078,4,2011-01-28,15
1467,4d7ae0617845c6b30eb85b55a991f4c5,"they're cute, they're powerful, they're friends with benefits! -Kitsu saga tagline",2084,2,2011-01-30,13
1466,4d7ae0617845c6b30eb85b55a991f4c5,why is facebook showing me adverts with badass looking black men with afros?,2083,1,2011-01-30,13
1465,4d7ae0617845c6b30eb85b55a991f4c5,"my relationship style- Dismissal (/I don't need you/"") Positive self-model",2057,2,2011-02-04,8
1463,4d7ae0617845c6b30eb85b55a991f4c5,"A dream about capture You dream that you are walking along a straight path in a dark green forest. The air is pine-scented, cold and clear. The path narrows. An ambush! A soldier leaps out of the trees in front of you, brandishing a sword. You stop. You could be looking into a mirror - this soldier could be your twin. You ready your sword. We shall see who is capturing whom, here.",2060,4,2011-02-06,6
1464,4d7ae0617845c6b30eb85b55a991f4c5,"the fact that a FF13-2 is being made is still bugging me, why does this have to be so? why?",573,1,2011-02-06,6
1462,4d7ae0617845c6b30eb85b55a991f4c5,i hate the little girls in recettear with the fury of a thousand angry lions wielding flamethrowers >:(,574,1,2011-02-07,5
1461,4d7ae0617845c6b30eb85b55a991f4c5,get crazy with the cheese whizz!,2064,2,2011-02-09,3
1460,49fb9fce8f4dc022318b8cd432aad8b6,chocolate mouussseee :((,2043,2,2011-05-15,59
1458,49fb9fce8f4dc022318b8cd432aad8b6,I'm a good cook,2039,2,2011-05-16,58
1459,49fb9fce8f4dc022318b8cd432aad8b6,in the bright emptiness...in a room full of it... is a cruel mistress... my heart... i feel this unrest...that nests all hollowness... for i have nowhere to go and i m coldddd.... :S,564,1,2011-05-16,58
1457,49fb9fce8f4dc022318b8cd432aad8b6,Its unfair :\,565,1,2011-05-17,57
1456,49fb9fce8f4dc022318b8cd432aad8b6,just realized that load shedding makes u frustrated :\ n annoyed :\ n rebellious :\ n rude :( :@,566,1,2011-05-19,55
1455,49fb9fce8f4dc022318b8cd432aad8b6,*genius me* ) islamiat preperation in just a few hours :P,2040,2,2011-05-24,50
1454,49fb9fce8f4dc022318b8cd432aad8b6,is it always very difficult to prepare for the exams you are retaking?? :(,101,1,2011-05-25,49
1453,49fb9fce8f4dc022318b8cd432aad8b6,its raining!! its raining!! its raining!! yaayyyy...its rainingg!! :) <3 <3 <3,2047,2,2011-05-26,48
1452,49fb9fce8f4dc022318b8cd432aad8b6,arrogant peopleee!! :@,2049,2,2011-05-28,46
1451,49fb9fce8f4dc022318b8cd432aad8b6,mathhsssss...!!!!! <3 <3 <3 <3 <3,2053,2,2011-05-30,44
1450,49fb9fce8f4dc022318b8cd432aad8b6,freedom= bordom :P,2038,2,2011-06-09,34
1448,49fb9fce8f4dc022318b8cd432aad8b6,Samra Shahid jaag jaooooo!!!! lets enjoooyyyy!!!! :(,2041,2,2011-06-13,30
1449,49fb9fce8f4dc022318b8cd432aad8b6,its raining in my shirt Samra Shahid :P,2042,2,2011-06-13,30
1447,49fb9fce8f4dc022318b8cd432aad8b6,thats my name thats my name :P,2044,2,2011-06-16,27
1446,49fb9fce8f4dc022318b8cd432aad8b6,BABYSITTING <3 <3,2045,2,2011-06-18,25
1445,49fb9fce8f4dc022318b8cd432aad8b6,*BOL*,2046,2,2011-06-21,22
1444,49fb9fce8f4dc022318b8cd432aad8b6,annoyed :@,567,1,2011-06-22,21
1443,49fb9fce8f4dc022318b8cd432aad8b6,*SCHOOL MEMORIES* :'(,568,1,2011-06-23,20
1442,49fb9fce8f4dc022318b8cd432aad8b6,*integration* :(,569,1,2011-06-25,18
1441,49fb9fce8f4dc022318b8cd432aad8b6,"*POOL PARTY* Mariam Ejaz, Javaria Nabeel, Saahar Mohsin!! :) had great funnnnn!!! :)",2048,2,2011-06-26,17
1440,49fb9fce8f4dc022318b8cd432aad8b6,blunders :((,570,1,2011-06-27,16
1437,49fb9fce8f4dc022318b8cd432aad8b6,bakwaasiat!!! :@,2050,2,2011-06-28,15
1438,49fb9fce8f4dc022318b8cd432aad8b6,trouble is my middle name :P,2051,2,2011-06-28,15
1439,49fb9fce8f4dc022318b8cd432aad8b6,made tasty biryaaannnniiiii :D,2052,2,2011-06-28,15
1435,49fb9fce8f4dc022318b8cd432aad8b6,i love my life!! :) <3 <3 <3,2054,2,2011-06-30,13
1436,49fb9fce8f4dc022318b8cd432aad8b6,i love my parentsss!! <3 <3 <3 <3,2055,2,2011-06-30,13
1434,49fb9fce8f4dc022318b8cd432aad8b6,"if EXPOSURE is modernism, then animals are most modern among all..",2035,2,2011-07-01,12
1433,49fb9fce8f4dc022318b8cd432aad8b6,tell me where u wanna gooooooooooooooooooo?? oh oh oh :P T-T-T top of the world :P,2036,2,2011-07-02,11
1432,49fb9fce8f4dc022318b8cd432aad8b6,awww....Momin eats marshamallowsss!! <3 <3 <3 :),2037,2,2011-07-03,10
1431,49fb9fce8f4dc022318b8cd432aad8b6,"Life is unpredictable...!! Wen U hav standards, people cal it attitude.. wen u r simple, ppl try 2 cheat u... And wen u need luv,its d best tym 4 dem 2 play with u :(",290,1,2011-07-06,7
1429,4908adae6cf09defb838925defcc5e61,"UCAS GONE, SENT OFF, DONE! :D Kinda picked my 4th and 5th choices within 5 minutes but oh well!",1982,2,2010-12-14,58
1428,4908adae6cf09defb838925defcc5e61,"Why would i have a dream about a tiny monkey turning into a spider-like creature, and then turning into a lesbian? I need a psychiatrist.",1981,1,2010-12-14,58
1430,4908adae6cf09defb838925defcc5e61,UCAS STRESS!!!!!,99,1,2010-12-14,58
1426,4908adae6cf09defb838925defcc5e61,"Cleaning out Isaac's room, and hoovering, and dusting. So far only taken us 3 and a half hours -___-",1985,4,2010-12-15,57
1427,4908adae6cf09defb838925defcc5e61,Isaac Evans is dusting...what a woman.,1986,4,2010-12-15,57
1422,4908adae6cf09defb838925defcc5e61,ANYONE GOT ANY SPACES IN CARS TONIGHT TO PROPS FOR A COUPLE OF PEOPLE?,1989,4,2010-12-16,56
1423,4908adae6cf09defb838925defcc5e61,Finished cleaning my room out after 5 hours.,1990,4,2010-12-16,56
1421,4908adae6cf09defb838925defcc5e61,Time for some spaghetti hoops on toast. YEAH.,1988,2,2010-12-16,56
1424,4908adae6cf09defb838925defcc5e61,Time to get drunk...?,1991,2,2010-12-16,56
1425,4908adae6cf09defb838925defcc5e61,I FUCKING HATE FACEBOOK CHAT.,558,1,2010-12-16,56
1420,4908adae6cf09defb838925defcc5e61,Whyyyyyyy did I get drunk???,1995,4,2010-12-17,55
1415,4908adae6cf09defb838925defcc5e61,hasn't stopped eating since 11am x__x,1998,1,2010-12-19,53
1416,4908adae6cf09defb838925defcc5e61,7pm is not an acceptable time to go to bed. But I've had a nap and still cant stay awake.,1999,1,2010-12-19,53
1417,4908adae6cf09defb838925defcc5e61,I really should stop drinking.,560,1,2010-12-19,53
1418,4908adae6cf09defb838925defcc5e61,Someone come look after me and my chillblains :(,561,1,2010-12-19,53
1419,4908adae6cf09defb838925defcc5e61,feels ridiculous.,562,1,2010-12-19,53
1414,4908adae6cf09defb838925defcc5e61,Really want to watch 500 Days of Summer right now <3,2002,2,2010-12-20,52
1412,4908adae6cf09defb838925defcc5e61,Anyone know if trains are running to cheltenham??,2006,4,2010-12-21,51
1413,4908adae6cf09defb838925defcc5e61,Spaghetti hoops on toast and 500 Days of Summer <3 (Y),2007,2,2010-12-21,51
1411,4908adae6cf09defb838925defcc5e61,Presents all wrapped and ready to go!,2012,2,2010-12-23,49
1409,4908adae6cf09defb838925defcc5e61,"In the car on the way home from a Christmas walk and pub lunch with the family, I had my parents arguing in the front over whether to get a Christmas tree or not, and my brother in the back singing /So here it is",2013,2,2010-12-24,48
1410,4908adae6cf09defb838925defcc5e61,Best quote from last night: /Let's go to an orgy! Please,2014,2,2010-12-24,48
1407,4908adae6cf09defb838925defcc5e61,"Inception, Pans Labyrinth, 500 Days of Summer, and Nick & Norah's Infinite Playlist. Good collection of DVD's I think? Ahhh Christmas (:",2015,2,2010-12-25,47
1408,4908adae6cf09defb838925defcc5e61,Time to start on the soco and lemonade? <3,2016,2,2010-12-25,47
